,jop_title,company_name,location,type,links
209,POS Technical Support Engineer,Network International -Egypt -,"New Cairo, Cairo, Egypt ",Full Time,https://wuzzuf.net/jobs/p/v6IGvfBdPsXT-POS-Technical-Support-Engineer-Network-International--Egypt-Cairo-Egypt?o=210&l=sp&t=sj&a=data%20science|search-v3|hpb
210,Senior IT Help Desk,Confidential -,"Nasr City, Cairo, Egypt ",Full Time,https://wuzzuf.net/jobs/p/qSKoJIeBFSOe-Senior-IT-Help-Desk-Cairo-Egypt?o=211&l=sp&t=sj&a=data%20science|search-v3|hpb
211,Senior Python Developer,Trufla -,"Heliopolis, Cairo, Egypt ",Full Time,https://wuzzuf.net/jobs/p/6Yzv3ZC4RcGO-Senior-Python-Developer-Trufla-Cairo-Egypt?o=212&l=sp&t=sj&a=data%20science|search-v3|hpb
212,Microsoft Dynamics NAV Technical Consultant,ALsultan Hypermarket -,"6th of October, Giza, Egypt ",Full TimePart Time,https://wuzzuf.net/jobs/p/nXvdyTPKbxbO-Microsoft-Dynamics-NAV-Technical-Consultant-ALsultan-Hypermarket-Giza-Egypt?o=213&l=sp&t=sj&a=data%20science|search-v3|hpb
213,Senior E-Commerce Software Developer -Magento 2,shop4build -,"Maadi, Cairo, Egypt ",Full Time,https://wuzzuf.net/jobs/p/jMFgZ43uh8EP-Senior-E-Commerce-Software-Developer--Magento-2-shop4build-Cairo-Egypt?o=214&l=sp&t=sj&a=data%20science|search-v3|hpb
214,Mobile Developer,Khales -,"6th of October, Giza, Egypt ",Full Time,https://wuzzuf.net/jobs/p/GvsdEeRf47BQ-Mobile-Developer-Khales-Giza-Egypt?o=215&l=sp&t=sj&a=data%20science|search-v3|hpb
215,Application Solution Architect,Cegedim -,"New Cairo, Cairo, Egypt ",Full Time,https://wuzzuf.net/jobs/p/mDt2qhMDBjty-Application-Solution-Architect-Cegedim-Cairo-Egypt?o=216&l=sp&t=sj&a=data%20science|search-v3|hpb
216,[CGEG006] DevOps Engineer,Cegedim -,"New Cairo, Cairo, Egypt ",Full Time,https://wuzzuf.net/jobs/p/7wq9AYjpmDSG-CGEG006-DevOps-Engineer-Cegedim-Cairo-Egypt?o=217&l=sp&t=sj&a=data%20science|search-v3|hpb
217,"Software Project Manager, Scrum Master",Dafa -,"Haram, Giza, Egypt ",Full Time,https://wuzzuf.net/jobs/p/Uy9TfCjvifDO-Software-Project-Manager-Scrum-Master-Dafa-Giza-Egypt?o=218&l=sp&t=sj&a=data%20science|search-v3|hpb
218,Solution Architect,Cegedim -,"New Cairo, Cairo, Egypt ",Full Time,https://wuzzuf.net/jobs/p/k7yD8nYtHXYr-Solution-Architect-Cegedim-Cairo-Egypt?o=219&l=sp&t=sj&a=data%20science|search-v3|hpb
219,Vue.js Developer ( GIS Web Application ),Wakeb Data -,"Giza, Egypt ",Full Time,https://wuzzuf.net/jobs/p/hEqETDCsdcPM-Vuejs-Developer-GIS-Web-Application-Wakeb-Data-Giza-Egypt?o=220&l=sp&t=sj&a=data%20science|search-v3|hpb
220,ERP Developer,Confidential -,"Cairo, Egypt ",Full Time,https://wuzzuf.net/jobs/p/n4PVIzSsuPJ3-ERP-Developer-Cairo-Egypt?o=221&l=sp&t=sj&a=data%20science|search-v3|hpb
221,Sr. BI & Reporting Specialist,Masary -,"Mokattam, Cairo, Egypt ",Full Time,https://wuzzuf.net/jobs/p/DPmpBhXX0mbe-Sr-BI-Reporting-Specialist-Masary-Cairo-Egypt?o=222&l=sp&t=sj&a=data%20science|search-v3|hpb
222,Sales Executive,Neureveal -,"Cairo, Egypt ",Full Time,https://wuzzuf.net/jobs/p/qVHRshbDeKms-Sales-Executive-Neureveal-Cairo-Egypt?o=223&l=sp&t=sj&a=data%20science|search-v3|hpb
223,Microsoft Dynamics CRM Solutions Developer,Fawry Banking & Payment Technology Services -,"Smart Village, Giza, Egypt ",Full Time,https://wuzzuf.net/jobs/p/aSVpBmqG2bVj-Microsoft-Dynamics-CRM-Solutions-Developer-Fawry-Banking-Payment-Technology-Services-Giza-Egypt?o=224&l=sp&t=sj&a=data%20science|search-v3|hpb
224,Senior System Administrator,Aman Holding -,"Nasr City, Cairo, Egypt ",Full Time,https://wuzzuf.net/jobs/p/MHyL8a2oy1RN-Senior-System-Administrator-Aman-Holding-Cairo-Egypt?o=225&l=sp&t=sj&a=data%20science|search-v3|hpb
225,Senior Software Quality Assurance Specialist,Smart IT -,"Nasr City, Cairo, Egypt ",Full Time,https://wuzzuf.net/jobs/p/UpR1I2cuiQQz-Senior-Software-Quality-Assurance-Specialist-Smart-IT-Cairo-Egypt?o=226&l=sp&t=sj&a=data%20science|search-v3|hpb
226,Application Support Engineer,Aman Holding -,"Nasr City, Cairo, Egypt ",Full Time,https://wuzzuf.net/jobs/p/JH3crTD0UzdY-Application-Support-Engineer-Aman-Holding-Cairo-Egypt?o=227&l=sp&t=sj&a=data%20science|search-v3|hpb
227,Database Administrator,Aman Holding -,"Cairo, Egypt ",Full Time,https://wuzzuf.net/jobs/p/3HiTMuL8w9BS-Database-Administrator-Aman-Holding-Cairo-Egypt?o=228&l=sp&t=sj&a=data%20science|search-v3|hpb
228,Senior Quality Control Engineer,Nagwa -,"Cairo, Egypt ",Full Time,https://wuzzuf.net/jobs/p/Bp0B1plgLJk6-Senior-Quality-Control-Engineer-Nagwa-Cairo-Egypt?o=229&l=sp&t=sj&a=data%20science|search-v3|hpb
229,Projects Engineer-Partitions,T&D Design -,"New Cairo, Cairo, Egypt ",Full Time,https://wuzzuf.net/jobs/p/9WSl8vJ586Vl-Projects-Engineer-Partitions-TD-Design-Cairo-Egypt?o=230&l=sp&t=sj&a=data%20science|search-v3|hpb
230,Mean Stack Developer,Block Gemini -,"Mohandessin, Giza, Egypt ",Full Time,https://wuzzuf.net/jobs/p/XF7fqBACo9Tj-Mean-Stack-Developer-Block-Gemini-Giza-Egypt?o=231&l=sp&t=sj&a=data%20science|search-v3|hpb
231,Junior BI Developer,MegaSoft -,"Heliopolis, Cairo, Egypt ",Full Time,https://wuzzuf.net/jobs/p/b6AHP18Wfo8k-Junior-BI-Developer-MegaSoft-Cairo-Egypt?o=232&l=sp&t=sj&a=data%20science|search-v3|hpb
232,Business Intelligence Specialist,Perfect Presentation -,"6th of October, Giza, Egypt ",Full Time,https://wuzzuf.net/jobs/p/gDYLKGVkaFtS-Business-Intelligence-Specialist-Perfect-Presentation-Giza-Egypt?o=233&l=sp&t=sj&a=data%20science|search-v3|hpb
233,Game Tester,Limbic Entertainment (Cairo Office) -,"Sheraton, Cairo, Egypt ",Full Time,https://wuzzuf.net/jobs/p/fTS5HCM9ZdGU-Game-Tester-Limbic-Entertainment-Cairo-Office-Cairo-Egypt?o=234&l=sp&t=sj&a=data%20science|search-v3|hpb
234,Microsoft CRM Developer,Meem Development -,"Alexandria, Egypt ",Full Time,https://wuzzuf.net/jobs/p/6TXFzBpA59Ax-Microsoft-CRM-Developer-Meem-Development-Alexandria-Egypt?o=235&l=sp&t=sj&a=data%20science|search-v3|hpb
235,Senior Java Developer,Confidential -,"Nasr City, Cairo, Egypt ",Full TimeWork From Home,https://wuzzuf.net/jobs/p/GQ4BCTBjU82X-Senior-Java-Developer-Cairo-Egypt?o=236&l=sp&t=sj&a=data%20science|search-v3|hpb
236,Senior Front End Developer,Dafater -,"Nasr City, Cairo, Egypt ",Full TimeWork From Home,https://wuzzuf.net/jobs/p/Ganw296LvwQS-Senior-Front-End-Developer-Dafater-Cairo-Egypt?o=237&l=sp&t=sj&a=data%20science|search-v3|hpb
237,Senior Java Web Developer,FlairsTech -,"Maadi, Cairo, Egypt ",Full Time,https://wuzzuf.net/jobs/p/2CHzjc7E8zz5-Senior-Java-Web-Developer-FlairsTech-Cairo-Egypt?o=238&l=sp&t=sj&a=data%20science|search-v3|hpb
238,Senior IT Networking Specialist,The Address Investments for Real Estate Consultancy -,"Sheikh Zayed, Giza, Egypt ",Full Time,https://wuzzuf.net/jobs/p/Vsip8OH0MebL-Senior-IT-Networking-Specialist-The-Address-Investments-for-Real-Estate-Consultancy-Giza-Egypt?o=239&l=sp&t=sj&a=data%20science|search-v3|hpb
239,IT Manager,edge technology -,"Dokki, Giza, Egypt ",Full Time,https://wuzzuf.net/jobs/p/ob1XpWuDr9li-IT-Manager-edge-technology-Giza-Egypt?o=240&l=sp&t=sj&a=data%20science|search-v3|hpb
240,IT Team-Leader,Nozha Group -,"Sheraton, Cairo, Egypt ",Full Time,https://wuzzuf.net/jobs/p/smF5Fuq6PORR-IT-Team-Leader-Nozha-Group-Cairo-Egypt?o=241&l=sp&t=sj&a=data%20science|search-v3|hpb
241,Game Tooling Engineer,Limbic Entertainment (Cairo Office) -,"Heliopolis, Cairo, Egypt ",Full Time,https://wuzzuf.net/jobs/p/1ZK3NYME7mdq-Game-Tooling-Engineer-Limbic-Entertainment-Cairo-Office-Cairo-Egypt?o=242&l=sp&t=sj&a=data%20science|search-v3|hpb
242,Sr. Software Implementer,Glamera -,"Nasr City, Cairo, Egypt ",Full Time,https://wuzzuf.net/jobs/p/D3PRHeFYJxYw-Sr-Software-Implementer-Glamera-Cairo-Egypt?o=243&l=sp&t=sj&a=data%20science|search-v3|hpb
243,Senior Odoo implementer,Docuserv -,"Cairo, Egypt ",Full Time,https://wuzzuf.net/jobs/p/GLrCroSEchW0-Senior-Odoo-implementer-Docuserv-Cairo-Egypt?o=244&l=sp&t=sj&a=data%20science|search-v3|hpb
244,IT Specialist,Evyap Egypt -,"Bourj Alarab, Alexandria, Egypt ",Full Time,https://wuzzuf.net/jobs/p/72lWjHl9m6F4-IT-Specialist-Evyap-Egypt-Alexandria-Egypt?o=245&l=sp&t=sj&a=data%20science|search-v3|hpb
245,Senior Network Administrator,Khwarizm Consulting -,"Downtown, Cairo, Egypt ",Full Time,https://wuzzuf.net/jobs/p/ZhZquBOJqfAr-Senior-Network-Administrator-Khwarizm-Consulting-Cairo-Egypt?o=246&l=sp&t=sj&a=data%20science|search-v3|hpb
246,T24 Technical Consultant,"Telecom Systems Provider, LLC -","Cairo, Egypt ",Full Time,https://wuzzuf.net/jobs/p/CkE0Sxba8TJZ-T24-Technical-Consultant-Telecom-Systems-Provider-LLC-Cairo-Egypt?o=247&l=sp&t=sj&a=data%20science|search-v3|hpb
247,ICT Engineer,Confidential -,"6th of October, Giza, Egypt ",Full Time,https://wuzzuf.net/jobs/p/woz9KWY9eBXI-ICT-Engineer-Giza-Egypt?o=248&l=sp&t=sj&a=data%20science|search-v3|hpb
248,Quality Assurance Associate - German Speaker,Expleo -,"Maadi, Cairo, Egypt ",Full Time,https://wuzzuf.net/jobs/p/vwaeBi4uHNxw-Quality-Assurance-Associate---German-Speaker-Expleo-Cairo-Egypt?o=249&l=sp&t=sj&a=data%20science|search-v3|hpb
249,Full Stack Developer,Block Gemini -,"Mohandessin, Giza, Egypt ",Full Time,https://wuzzuf.net/jobs/p/TPMJCieamAtc-Full-Stack-Developer-Block-Gemini-Giza-Egypt?o=250&l=sp&t=sj&a=data%20science|search-v3|hpb
250,Procurement Manager,Al Andalous Pharmaceutical Industries -,"6th of October, Giza, Egypt ",Full Time,https://wuzzuf.net/jobs/p/d7sPrQOvHy2x-Procurement-Manager-Al-Andalous-Pharmaceutical-Industries-Giza-Egypt?o=251&l=sp&t=sj&a=data%20science|search-v3|hpb
251,Software Engineer- Java/ C++,Viavi Solutions -,"Maadi, Cairo, Egypt ",Full Time,https://wuzzuf.net/jobs/p/xcgRMt4z2RHD-Software-Engineer--Java-C-Viavi-Solutions-Cairo-Egypt?o=252&l=sp&t=sj&a=data%20science|search-v3|hpb
252,Senior Android Developer,Sword Egypt -,"Maadi, Cairo, Egypt ",Full TimeWork From Home,https://wuzzuf.net/jobs/p/tkkZzrUY5RWQ-Senior-Android-Developer-Sword-Egypt-Cairo-Egypt?o=253&l=sp&t=sj&a=data%20science|search-v3|hpb
253,Senior System & Network Admin,Cashcall -,"Maadi, Cairo, Egypt ",Full Time,https://wuzzuf.net/jobs/p/wPBhLPflod73-Senior-System-Network-Admin-Cashcall-Cairo-Egypt?o=254&l=sp&t=sj&a=data%20science|search-v3|hpb
254,IT Specialist,Memaar Alashraaf -,"New Cairo, Cairo, Egypt ",Full Time,https://wuzzuf.net/jobs/p/wqIvw3ydZ4Ne-IT-Specialist-Memaar-Alashraaf-Cairo-Egypt?o=255&l=sp&t=sj&a=data%20science|search-v3|hpb
255,Senior Network Engineer,SABA -,"Heliopolis, Cairo, Egypt ",Full Time,https://wuzzuf.net/jobs/p/XeaTvTcSUn2Q-Senior-Network-Engineer-SABA-Cairo-Egypt?o=256&l=sp&t=sj&a=data%20science|search-v3|hpb
256,Senior Test Engineer (Remotely),The Group -,"Cairo, Egypt ",Full TimeWork From Home,https://wuzzuf.net/jobs/p/rALW9g4mLX3p-Senior-Test-Engineer-Remotely-The-Group-Cairo-Egypt?o=257&l=sp&t=sj&a=data%20science|search-v3|hpb
257,Senior Regulatory Affairs Specialist - Pharmaceuticals,dkt Egypt -,"Nasr City, Cairo, Egypt ",Full Time,https://wuzzuf.net/jobs/p/pNWyBy9HpPHW-Senior-Regulatory-Affairs-Specialist---Pharmaceuticals-dkt-Egypt-Cairo-Egypt?o=258&l=sp&t=sj&a=data%20science|search-v3|hpb
258,Android Developer,Block Gemini -,"Mohandessin, Giza, Egypt ",Full Time,https://wuzzuf.net/jobs/p/HXh46oSnlO20-Android-Developer-Block-Gemini-Giza-Egypt?o=259&l=sp&t=sj&a=data%20science|search-v3|hpb
259,Director of Software Development (Hybrid),SSC Egypt -,"Nasr City, Cairo, Egypt ",Full Time,https://wuzzuf.net/jobs/p/ydEl627Bi0ml-Director-of-Software-Development-Hybrid-SSC-Egypt-Cairo-Egypt?o=260&l=sp&t=sj&a=data%20science|search-v3|hpb
260,Software Product Owner,etmana -,"Katameya, Cairo, Egypt ",Full Time,https://wuzzuf.net/jobs/p/yDsDDGrpSIMu-Software-Product-Owner-etmana-Cairo-Egypt?o=261&l=sp&t=sj&a=data%20science|search-v3|hpb
261,Senior Flutter Developer (iOS Or Android),Sulfah -,"Maadi, Cairo, Egypt ",Full Time,https://wuzzuf.net/jobs/p/Z1ZOHdQH1VcZ-Senior-Flutter-Developer-iOS-Or-Android-Sulfah-Cairo-Egypt?o=262&l=sp&t=sj&a=data%20science|search-v3|hpb
262,Front-End Developer - VueJs,Wisely Insure -,"Heliopolis, Cairo, Egypt ",Full TimeWork From Home,https://wuzzuf.net/jobs/p/ViFQcInBD23Q-Front-End-Developer---VueJs-Wisely-Insure-Cairo-Egypt?o=263&l=sp&t=sj&a=data%20science|search-v3|hpb
263,Senior .NET Developer.,Perfect Presentation -,"6th of October, Giza, Egypt ",Full Time,https://wuzzuf.net/jobs/p/QyxlnWuitm7g-Senior-NET-Developer-Perfect-Presentation-Giza-Egypt?o=264&l=sp&t=sj&a=data%20science|search-v3|hpb
264,Senior Systems Engineer,DEVOPSolution -,"Nasr City, Cairo, Egypt ",Full Time,https://wuzzuf.net/jobs/p/yHrstHNtrH89-Senior-Systems-Engineer-DEVOPSolution-Cairo-Egypt?o=265&l=sp&t=sj&a=data%20science|search-v3|hpb
265,Senior Business Intelligence Developer,Confidential -,"Maadi, Cairo, Egypt ",Full Time,https://wuzzuf.net/jobs/p/aOifNpuFajeK-Senior-Business-Intelligence-Developer-Cairo-Egypt?o=266&l=sp&t=sj&a=data%20science|search-v3|hpb
266,Enterprise Security Architect,LxT -,"Mohandessin, Giza, Egypt ",Full Time,https://wuzzuf.net/jobs/p/6v2zojhNPdu0-Enterprise-Security-Architect-LxT-Giza-Egypt?o=267&l=sp&t=sj&a=data%20science|search-v3|hpb
267,IT Supervisor,EGICAT -,"Cairo, Egypt ",Full Time,https://wuzzuf.net/jobs/p/y53UtDhK0VWN-IT-Supervisor-EGICAT-Cairo-Egypt?o=268&l=sp&t=sj&a=data%20science|search-v3|hpb
268,"Senior Full Stack Mobile Application Developer (IOS, Android & Flutter)",Confidential -,"Maadi, Cairo, Egypt ",Full Time,https://wuzzuf.net/jobs/p/KaS8cNyWXCIw-Senior-Full-Stack-Mobile-Application-Developer-IOS-Android-Flutter-Cairo-Egypt?o=269&l=sp&t=sj&a=data%20science|search-v3|hpb
269,Senior MEAN Stack Developer- Hybrid,GET Group- Egypt -,"Heliopolis, Cairo, Egypt ",Full Time,https://wuzzuf.net/jobs/p/IULex0gnKnXY-Senior-MEAN-Stack-Developer--Hybrid-GET-Group--Egypt-Cairo-Egypt?o=270&l=sp&t=sj&a=data%20science|search-v3|hpb
270,Artificial Intelligence (AI) Engineer,Confidential -,"Riyadh, Saudi Arabia ",Full Time,https://wuzzuf.net/jobs/p/DH9EDOqivogn-Artificial-Intelligence-AI-Engineer-Riyadh-Saudi-Arabia?o=271&l=sp&t=sj&a=data%20science|search-v3|hpb
271,Flutter Developer - Remote - Senior,GetTechForce.com -,"Cairo, Egypt ",Full TimeWork From Home,https://wuzzuf.net/jobs/p/ixCZD8x1BEFp-Flutter-Developer---Remote---Senior-GetTechForce-com-Cairo-Egypt?o=272&l=sp&t=sj&a=data%20science|search-v3|hpb
272,Senior Software Tester,Confidential -,"Maadi, Cairo, Egypt ",Full Time,https://wuzzuf.net/jobs/p/ytgR1Q4wGWRs-Senior-Software-Tester-Cairo-Egypt?o=273&l=sp&t=sj&a=data%20science|search-v3|hpb
273,Technical Engineer - German Speaker (A1-A2),Expleo -,"Maadi, Cairo, Egypt ",Full Time,https://wuzzuf.net/jobs/p/96HqxoGsDmI3-Technical-Engineer---German-Speaker-A1-A2-Expleo-Cairo-Egypt?o=274&l=sp&t=sj&a=data%20science|search-v3|hpb
274,Back-end Engineer-PHP Stack (Mid/Senior),Refilex -,"Dokki, Giza, Egypt ",Full Time,https://wuzzuf.net/jobs/p/Ci2zJQU8oAUB-Back-end-Engineer-PHP-Stack-MidSenior-Refilex-Giza-Egypt?o=275&l=sp&t=sj&a=data%20science|search-v3|hpb
275,Implementation Engineer,FlairsTech -,"Maadi, Cairo, Egypt ",Full Time,https://wuzzuf.net/jobs/p/jix9bHt0g9aK-Implementation-Engineer-FlairsTech-Cairo-Egypt?o=276&l=sp&t=sj&a=data%20science|search-v3|hpb
276,Senior Application Specialist -SAP,M² Developments -,"Mohandessin, Giza, Egypt ",Full Time,https://wuzzuf.net/jobs/p/80XQC3NInYxE-Senior-Application-Specialist--SAP-M²-Developments-Giza-Egypt?o=277&l=sp&t=sj&a=data%20science|search-v3|hpb
277,Senior Software Quality Control Engineer - Madar,Obeikan Digital Solutions -,"Cairo, Egypt ",Full Time,https://wuzzuf.net/jobs/p/EiQiaKS3TUDB-Senior-Software-Quality-Control-Engineer---Madar-Obeikan-Digital-Solutions-Cairo-Egypt?o=278&l=sp&t=sj&a=data%20science|search-v3|hpb
278,Senior Technical Consultant,ITS  -,"Cairo, Egypt ",Full Time,https://wuzzuf.net/jobs/p/PWF1HnbSlR5K-Senior-Technical-Consultant-ITS-Cairo-Egypt?o=279&l=sp&t=sj&a=data%20science|search-v3|hpb
279,Senior UI/UX Designer,Trufla -,"Heliopolis, Cairo, Egypt ",Full Time,https://wuzzuf.net/jobs/p/eg3FAajZcSUu-Senior-UIUX-Designer-Trufla-Cairo-Egypt?o=280&l=sp&t=sj&a=data%20science|search-v3|hpb
280,Senior Infrastructure/Systems Engineer,BBI-Consultancy -,"Nasr City, Cairo, Egypt ",Full Time,https://wuzzuf.net/jobs/p/mMSBRyLbsRiV-Senior-InfrastructureSystems-Engineer-BBI-Consultancy-Cairo-Egypt?o=281&l=sp&t=sj&a=data%20science|search-v3|hpb
281,IT Supervisor,Confidential -,"Heliopolis, Cairo, Egypt ",Full Time,https://wuzzuf.net/jobs/p/5OG5aNogLFCx-IT-Supervisor-Cairo-Egypt?o=282&l=sp&t=sj&a=data%20science|search-v3|hpb
282,Senior Backend Developer (.NET Core),One Health Network -,"Maadi, Cairo, Egypt ",Full Time,https://wuzzuf.net/jobs/p/Y3an4L2vseif-Senior-Backend-Developer-NET-Core-One-Health-Network-Cairo-Egypt?o=283&l=sp&t=sj&a=data%20science|search-v3|hpb
283,ICT SUPERVISOR,Medecins Sans Frontieres -,"Maadi, Cairo, Egypt ",Full Time,https://wuzzuf.net/jobs/p/BpXLXsk2uDmC-ICT-SUPERVISOR-Medecins-Sans-Frontieres-Cairo-Egypt?o=284&l=sp&t=sj&a=data%20science|search-v3|hpb
284,Senior Full Stack Developer,Sword Egypt -,"Maadi, Cairo, Egypt ",Full TimeWork From Home,https://wuzzuf.net/jobs/p/OTugnHbSfuks-Senior-Full-Stack-Developer-Sword-Egypt-Cairo-Egypt?o=285&l=sp&t=sj&a=data%20science|search-v3|hpb
285,Senior PHP Developer,storage it station -,"Maadi, Cairo, Egypt ",Full Time,https://wuzzuf.net/jobs/p/rDfhbtuTYOhF-Senior-PHP-Developer-storage-it-station-Cairo-Egypt?o=286&l=sp&t=sj&a=data%20science|search-v3|hpb
286,Senior Database Administrator,SURE International Technology -,"Cairo, Egypt ",Full Time,https://wuzzuf.net/jobs/p/0FxEA9PLewT9-Senior-Database-Administrator-SURE-International-Technology-Cairo-Egypt?o=287&l=sp&t=sj&a=data%20science|search-v3|hpb
287,Java Developer,Spirawn -,"Washington, D.C., United States ",Full TimeWork From Home,https://wuzzuf.net/jobs/p/xMTf2BzMF2Al-Java-Developer-Spirawn-Washington-D-C-United-States?o=288&l=sp&t=sj&a=data%20science|search-v3|hpb
288,Laravel Developer,34ML -,"Heliopolis, Cairo, Egypt ",Full Time,https://wuzzuf.net/jobs/p/9r35lak7p9Rv-Laravel-Developer-34ML-Cairo-Egypt?o=289&l=sp&t=sj&a=data%20science|search-v3|hpb
289,IT Help Desk Specialist (October Branch),Dar Al-Fouad Hospital -,"6th of October, Giza, Egypt ",Full Time,https://wuzzuf.net/jobs/p/GiPQ33WdjhPd-IT-Help-Desk-Specialist-October-Branch-Dar-Al-Fouad-Hospital-Giza-Egypt?o=290&l=sp&t=sj&a=data%20science|search-v3|hpb
290,Senior Software Tester,Expert Apps -,"Maadi, Cairo, Egypt ",Full Time,https://wuzzuf.net/jobs/p/drRwxgIf4bwb-Senior-Software-Tester-Expert-Apps-Cairo-Egypt?o=291&l=sp&t=sj&a=data%20science|search-v3|hpb
291,Infrastructure Manager,Universities of Canada in Egypt -,"New Cairo, Cairo, Egypt ",Full Time,https://wuzzuf.net/jobs/p/NqR409mSACPZ-Infrastructure-Manager-Universities-of-Canada-in-Egypt-Cairo-Egypt?o=292&l=sp&t=sj&a=data%20science|search-v3|hpb
292,GIS Developer,Perfect Presentation -,"6th of October, Giza, Egypt ",Full Time,https://wuzzuf.net/jobs/p/XJwuFPkZ7tih-GIS-Developer-Perfect-Presentation-Giza-Egypt?o=293&l=sp&t=sj&a=data%20science|search-v3|hpb
293,Microsoft CRM Developer,Perfect Presentation -,"6th of October, Giza, Egypt ",Full Time,https://wuzzuf.net/jobs/p/UgmGJrgTlj3j-Microsoft-CRM-Developer-Perfect-Presentation-Giza-Egypt?o=294&l=sp&t=sj&a=data%20science|search-v3|hpb
294,QA Engineer / Software Tester,Caelum Egypt -,"Mohandessin, Giza, Egypt ",Full Time,https://wuzzuf.net/jobs/p/CDKEe1IQv3Ed-QA-Engineer-Software-Tester-Caelum-Egypt-Giza-Egypt?o=295&l=sp&t=sj&a=data%20science|search-v3|hpb
295,Unity Game Developer,Confidential -,"Badr City, Cairo, Egypt ",Full Time,https://wuzzuf.net/jobs/p/C2SsUEspapYD-Unity-Game-Developer-Cairo-Egypt?o=296&l=sp&t=sj&a=data%20science|search-v3|hpb
296,Quality Assurance Engineer,Hala Consulting  -,"New Cairo, Cairo, Egypt ",Full Time,https://wuzzuf.net/jobs/p/H7ZhivxaiAN7-Quality-Assurance-Engineer-Hala-Consulting-Cairo-Egypt?o=297&l=sp&t=sj&a=data%20science|search-v3|hpb
297,Senior functional Application Consultant MS Dynamics(Smart Village),Confidential -,"6th of October, Giza, Egypt ",Full Time,https://wuzzuf.net/jobs/p/xsvBph8lUfYT-Senior-functional-Application-Consultant-MS-DynamicsSmart-Village-Giza-Egypt?o=298&l=sp&t=sj&a=data%20science|search-v3|hpb
298,Product Manager,Aman -,"6th of October, Giza, Egypt ",Full Time,https://wuzzuf.net/jobs/p/7r4nNpgbdDs0-Product-Manager-Aman-Giza-Egypt?o=299&l=sp&t=sj&a=data%20science|search-v3|hpb
299,IT - Voice Specialist (Avaya),Raya Customer Experience -,"6th of October, Giza, Egypt ",Full Time,https://wuzzuf.net/jobs/p/yWLOKM59u41b-IT---Voice-Specialist-Avaya-Raya-Customer-Experience-Giza-Egypt?o=300&l=sp&t=sj&a=data%20science|search-v3|hpb
300,Software Support Engineer,Trufla -,"Heliopolis, Cairo, Egypt ",Full Time,https://wuzzuf.net/jobs/p/WbqQ26pNnT3f-Software-Support-Engineer-Trufla-Cairo-Egypt?o=301&l=sp&t=sj&a=data%20science|search-v3|hpb
301,"Monitoring Agent "" Soc""",e-finance -,"6th of October, Giza, Egypt ",Full Time,https://wuzzuf.net/jobs/p/PdrYR6WjaQJd-Monitoring-Agent-Soc-e-finance-Giza-Egypt?o=302&l=sp&t=sj&a=data%20science|search-v3|hpb
302,Senior Node JS Developer,Remote Platz -,"Cairo, Egypt ",Full TimeWork From Home,https://wuzzuf.net/jobs/p/hU0FnNeiD2yk-Senior-Node-JS-Developer-Remote-Platz-Cairo-Egypt?o=303&l=sp&t=sj&a=data%20science|search-v3|hpb
303,Mid-level Software Tester (QC),Fixed Solutions -,"Sheraton, Cairo, Egypt ",Full Time,https://wuzzuf.net/jobs/p/DHl30IiGVNBz-Mid-level-Software-Tester-QC-Fixed-Solutions-Cairo-Egypt?o=304&l=sp&t=sj&a=data%20science|search-v3|hpb
304,Senior Business Analyst,Caelum Egypt -,"Dokki, Giza, Egypt ",Full Time,https://wuzzuf.net/jobs/p/ZjOoDVsUqEbH-Senior-Business-Analyst-Caelum-Egypt-Giza-Egypt?o=305&l=sp&t=sj&a=data%20science|search-v3|hpb
305,Information Security Senior Officer,Nahdet Misr Publishing Group -,"Mohandessin, Giza, Egypt ",Full Time,https://wuzzuf.net/jobs/p/dVRnZAb0aWuP-Information-Security-Senior-Officer-Nahdet-Misr-Publishing-Group-Giza-Egypt?o=306&l=sp&t=sj&a=data%20science|search-v3|hpb
306,Android Developer,RAQAMYAT -,"Maadi, Cairo, Egypt ",Full Time,https://wuzzuf.net/jobs/p/RI33NGhDVRNv-Android-Developer-RAQAMYAT-Cairo-Egypt?o=307&l=sp&t=sj&a=data%20science|search-v3|hpb
307,Performance Engineer,Rasan -,"Nasr City, Cairo, Egypt ",Full Time,https://wuzzuf.net/jobs/p/rPN6CTLMVwqq-Performance-Engineer-Rasan-Cairo-Egypt?o=308&l=sp&t=sj&a=data%20science|search-v3|hpb
308,Senior IT Specialist,Deutschland Technology Limited -,"Obour City, Cairo, Egypt ",Full Time,https://wuzzuf.net/jobs/p/QNthoEij4DjI-Senior-IT-Specialist-Deutschland-Technology-Limited-Cairo-Egypt?o=309&l=sp&t=sj&a=data%20science|search-v3|hpb
309,Software Quality Control Engineer,Perfect Presentation -,"6th of October, Giza, Egypt ",Full Time,https://wuzzuf.net/jobs/p/gdiZeNfE8uSw-Software-Quality-Control-Engineer-Perfect-Presentation-Giza-Egypt?o=310&l=sp&t=sj&a=data%20science|search-v3|hpb
310,Senior Software Developer,ARPUPLUS -,"Mohandessin, Giza, Egypt ",Full Time,https://wuzzuf.net/jobs/p/YPHXuERphFyx-Senior-Software-Developer-ARPUPLUS-Giza-Egypt?o=311&l=sp&t=sj&a=data%20science|search-v3|hpb
